name,roll,branch,startYear,currentCourses,completedCourses
student2267,21155,csd,2020,dbms;os,45678:9.981964
student2268,22120,csai,2022,math;os,56789:5.031992;12345:8.036056;23456:6.478039
student2269,21148,csss,2023,math;ga,34567:7.177527
student2270,20611,ece,2021,os;dbms;oopd,23456:5.235894
student2271,20697,cse,2022,oopd;ml,34567:6.196741;56789:9.965387
student2272,21460,csai,2020,dbms;os,56789:5.692575;34567:8.734107
student2273,21002,csai,2021,dbms;oopd,56789:8.906763;23456:7.806560
student2274,22418,csai,2022,os;ml,45678:9.908237;12345:5.571119
student2275,22740,csam,2023,dbms;oopd,23456:7.913221
student2276,21620,csd,2021,ml,45678:9.854608;12345:5.199133;23456:8.429201
student2277,20084,csss,2020,math;dbms,56789:8.028029
student2278,22000,csam,2024,ga;os,56789:6.462552
student2279,20857,cse,2024,math,23456:6.615172;12345:6.995591;45678:8.071475
student2280,20455,csai,2020,os;oopd,45678:9.576918;34567:6.687156;12345:8.964581
student2281,22046,csss,2023,oopd,23456:9.476280;34567:5.378044;12345:5.486264
student2282,22855,ece,2023,ml,34567:7.873302;45678:8.094958
student2283,22101,csai,2024,ml;ga;os,34567:6.426160;45678:9.991957
student2284,21064,csam,2021,math;ga;dbms,56789:5.262303;12345:7.379264;23456:5.366324
student2285,20500,csai,2024,dbms;oopd;ml,45678:6.572048;23456:6.459320
student2286,20860,csss,2023,ml,45678:6.860376
student2287,20944,csam,2024,oopd;dbms,23456:8.095122;12345:6.797222;56789:9.987949
student2288,22902,csd,2021,ga;math,45678:9.243677;34567:6.920724
student2289,20856,csam,2021,os;math,12345:8.858870
student2290,22402,ece,2024,ml;math;dbms,56789:6.736125;34567:9.969028
student2291,20146,csd,2021,oopd,34567:9.978356;56789:9.689875;45678:5.304437
student2292,22698,ece,2022,math,12345:9.070138;34567:6.674857
student2293,20125,cse,2020,math;dbms;os,34567:8.303562;56789:7.631982
student2294,21762,cse,2022,math;ml;oopd,34567:7.090996
student2295,20207,csd,2024,dbms,34567:8.994239;45678:8.629344
student2296,22818,csai,2023,ga,12345:8.341470;34567:6.101892
student2297,20205,cse,2020,oopd;math,23456:5.195933;56789:9.728176;45678:6.879522
student2298,21377,csd,2024,dbms,34567:8.579326;12345:6.822457
student2299,20271,ece,2020,dbms;math,34567:6.157090
student2300,22664,ece,2023,ga;oopd;os,23456:5.853354;56789:9.843231
student2301,20188,csss,2022,oopd;math,56789:7.393181;34567:7.175500;23456:9.556415
student2302,20196,cse,2024,os;dbms,23456:7.808553;34567:5.351382;12345:6.873936
student2303,22716,cse,2023,dbms;oopd,56789:7.507168;34567:9.025015;45678:6.781583
student2304,22991,csam,2022,math,45678:5.732410;12345:8.614793;34567:7.092006
student2305,20354,csai,2022,math,56789:5.468877
student2306,20025,csai,2020,ml;oopd;ga,23456:6.699281;34567:8.007614;56789:8.627898
student2307,21535,csd,2020,os,45678:7.413723;56789:5.059358;23456:9.953150
student2308,22249,csai,2022,math;oopd,12345:6.275664;23456:7.992287
student2309,20340,cse,2024,ml;ga,12345:6.610941;34567:9.543974;23456:7.285253
student2310,21737,csss,2024,math,45678:7.209912;34567:5.656767
student2311,21601,ece,2020,oopd;os;dbms,34567:8.557281;12345:9.049785;23456:9.353690
student2312,22989,csss,2021,ga;dbms;oopd,34567:8.445444
student2313,21473,csss,2023,ml,34567:9.666106;12345:9.217553
student2314,21521,cse,2022,math;ml;os,12345:6.594889
student2315,22161,csss,2022,math;ml,23456:9.005983;34567:8.437570;12345:5.271338
student2316,21954,csam,2022,dbms;os;ga,34567:6.919982;12345:5.640481;45678:5.693282
student2317,22122,csam,2022,ml;oopd;os,34567:9.575291;12345:7.017967;45678:7.292669
student2318,21912,csss,2022,math,56789:6.514956
student2319,21610,csss,2023,oopd;os,23456:5.319961
student2320,21679,csss,2020,dbms,56789:7.672684;23456:6.708819;34567:7.225367
student2321,20784,csam,2021,os;oopd,23456:6.000024;34567:9.634902;45678:7.341092
student2322,22344,cse,2021,ml,56789:8.771923
student2323,20256,csam,2023,math;ga;dbms,12345:7.378634;45678:6.336426
student2324,21169,csam,2024,dbms,45678:5.621273;23456:7.499511
student2325,20058,ece,2020,math;ml,12345:7.678146;34567:8.959788;56789:9.992164
student2326,22622,csai,2020,os,23456:9.717366;12345:6.050137
student2327,20818,ece,2020,ga,34567:6.187746
student2328,21973,ece,2022,ml;math;ga,56789:9.129395;34567:6.332395;12345:8.462832
student2329,20837,csss,2021,oopd;os;ml,23456:7.838987;56789:8.276123;34567:8.516401
student2330,21877,ece,2021,math,56789:5.575885;23456:5.417691
student2331,20829,ece,2024,math;dbms;os,34567:7.716621;23456:9.015643
student2332,21234,ece,2021,math,56789:8.736847;23456:9.451240;45678:9.010705
student2333,22918,csss,2023,os;ga,45678:6.655359
student2334,22841,csam,2022,os;oopd,23456:8.504287;12345:9.812251;56789:7.988527
student2335,22885,csai,2022,dbms;ga;ml,45678:8.934501;12345:5.149005;23456:5.384024
student2336,20904,cse,2022,math;oopd,56789:8.388747
student2337,22555,csam,2021,oopd;ml,12345:8.844838
student2338,20985,csd,2023,ga;oopd,12345:7.221541;56789:9.588224
student2339,22199,cse,2021,ga;oopd;dbms,12345:7.056616;23456:7.303104;45678:5.165205
student2340,20201,cse,2023,ga,34567:7.692912;12345:9.344222;45678:8.150402
student2341,21149,csd,2020,math,45678:5.484591;34567:8.885766
student2342,20559,cse,2023,os,34567:6.584237
student2343,22461,csd,2020,dbms,45678:6.129250;23456:5.196671;12345:7.450964
student2344,21484,cse,2022,ml;os;oopd,34567:7.772957
student2345,21506,csss,2022,ml;os,34567:6.045576;56789:6.025910;23456:5.305824
student2346,20208,cse,2023,oopd,23456:7.769872;12345:9.341342
student2347,21397,ece,2023,ga;math;os,45678:9.668160;56789:9.954527
student2348,20440,csam,2023,ml;os;dbms,56789:9.936779;34567:8.902919;12345:8.644896
student2349,20723,ece,2021,oopd;ga;math,23456:9.585706;12345:8.254566;34567:8.286248
student2350,21364,csd,2022,ml;dbms;os,45678:9.947356;34567:8.368583;23456:7.540845
student2351,22303,ece,2023,ml;dbms;os,45678:8.026416;34567:8.548976
student2352,20155,csss,2024,ml,23456:6.470136;56789:7.648075
student2353,20763,csd,2020,ga;dbms,12345:9.055574;23456:5.826113
student2354,20578,ece,2021,dbms;ga,23456:8.537373;12345:8.994112;34567:9.738958
student2355,20935,cse,2020,ga;dbms;ml,34567:9.477241;45678:6.054040
student2356,22828,csss,2022,math;dbms,34567:8.168028;56789:6.213067;23456:5.747272
student2357,22369,csai,2023,ml;os;oopd,34567:5.136483;23456:8.074703;56789:6.155116
student2358,21744,cse,2022,ga;os;ml,34567:5.802741;12345:9.389237;45678:6.883056
student2359,22409,csss,2022,dbms;ga;math,34567:6.590447;45678:7.257477
student2360,21633,cse,2020,oopd;dbms,34567:8.726706;23456:9.951363;56789:8.821993
student2361,22689,csss,2023,os,45678:8.692226;56789:6.670843
student2362,21798,cse,2023,dbms;ml;ga,23456:8.991953;45678:7.169646;56789:7.123585
student2363,22371,cse,2021,os,34567:7.906337;45678:9.082871
student2364,22968,csam,2023,dbms,34567:6.154411;23456:9.928441
student2365,21479,csd,2023,ml;oopd;ga,12345:5.786205
student2366,22688,csai,2020,oopd;os,23456:5.709985
student2367,21132,csd,2023,os;math;ga,12345:7.676462
student2368,21346,ece,2021,oopd;ga,34567:8.791998
student2369,21404,csss,2021,dbms;ga,56789:6.059610;45678:8.480994;34567:5.201675
student2370,21654,ece,2020,dbms,12345:7.784536;56789:8.019368
student2371,20541,csd,2020,dbms;ml;math,23456:5.817433;12345:5.556983
student2372,20599,csam,2020,oopd,23456:5.541357;12345:8.225965
student2373,21696,cse,2020,ml,12345:5.801551
student2374,22195,csai,2024,ga;os;ml,45678:8.565534;56789:6.463174;12345:7.668970
student2375,21367,cse,2021,oopd,45678:8.559396;34567:6.932023;23456:9.091255
student2376,22637,csd,2021,math;dbms;oopd,45678:7.791300
student2377,22504,ece,2021,math;dbms;os,45678:6.899054;56789:6.940643;23456:5.468225
student2378,22675,ece,2023,ml;math;oopd,45678:5.624453
student2379,22646,csss,2020,math;os;ga,45678:5.492847;56789:8.501776
student2380,20414,ece,2023,math;ga;oopd,45678:6.714170;12345:9.125886;34567:6.696830
student2381,21858,csam,2023,math;ml;dbms,56789:9.474593;45678:9.984012;23456:9.803849
student2382,21339,csss,2023,ml;oopd;dbms,12345:6.375519;56789:6.253489;23456:8.385993
student2383,20563,csai,2022,oopd;os;ga,56789:8.952945;45678:8.001283;12345:8.287724
student2384,20295,csss,2020,math;ml;dbms,12345:8.400148;45678:8.180474
student2385,20802,csam,2020,ml,34567:5.169871
student2386,22251,csd,2020,ga;os;dbms,23456:5.717170;45678:7.667391
student2387,22745,csd,2020,ml;dbms,56789:9.694746
student2388,22957,csd,2023,os;oopd,56789:8.807856;45678:6.604211;23456:6.279182
student2389,21020,cse,2023,ga,12345:6.425491;45678:8.534198;23456:6.259032
student2390,22084,csai,2024,oopd,45678:9.723826;23456:9.904853
student2391,20644,ece,2023,ga;ml,12345:9.578397;34567:8.405438
student2392,21199,csss,2020,ml;dbms;os,23456:6.280593;56789:5.106789;34567:8.109686
student2393,20940,csam,2021,oopd,45678:6.082993;56789:8.897638
student2394,22798,csai,2020,math;dbms,56789:9.644472;23456:8.796812
student2395,21309,csss,2024,math,34567:6.463943;12345:7.120257;45678:7.269770
student2396,20436,csam,2024,oopd,23456:7.284652;34567:7.213107;45678:6.893767
student2397,22256,csai,2024,os,23456:6.966915
student2398,21446,csd,2024,math;dbms;os,23456:8.335969;34567:7.856245;12345:8.265938
student2399,21863,ece,2022,oopd,12345:5.337097
student2400,22905,csss,2021,oopd;math;ml,23456:7.536979;12345:5.203051
student2401,20788,csd,2020,dbms;oopd;ml,56789:7.512697;12345:5.934873;34567:8.042292
student2402,20749,csss,2024,oopd;ml,45678:6.491359;56789:5.225866
student2403,21854,cse,2021,ml,45678:9.392781;12345:9.988847
student2404,22931,csam,2021,math,12345:6.272340;45678:9.077978
student2405,20529,csam,2023,dbms;oopd,12345:6.113254;56789:7.509426
student2406,21126,csd,2022,ml,34567:6.363490;56789:5.539126
student2407,21278,ece,2021,ga;oopd;os,56789:5.464394;45678:8.017860
student2408,20846,csam,2023,ga;ml;math,34567:5.323618
student2409,20221,cse,2023,ga;dbms;os,56789:5.789573;12345:5.235033
student2410,20377,csam,2024,ml;math;os,34567:9.267644;12345:9.119080;23456:8.352945
student2411,22205,csam,2024,ga;os;oopd,56789:7.668292;45678:9.234993;23456:7.950430
student2412,21945,csam,2022,math;os,45678:6.669743;12345:9.416547
student2413,22705,csd,2022,math,12345:7.744349
student2414,20198,csam,2024,oopd,45678:8.986899;23456:8.566562
student2415,21406,csss,2021,ml;oopd;math,23456:7.647260;34567:8.454080
student2416,21562,csai,2022,dbms;ml,45678:9.934036;34567:9.442119
student2417,21695,ece,2020,math;dbms;os,45678:8.775322;23456:9.602282;34567:8.945101
student2418,20227,ece,2022,ml,56789:6.522086;34567:7.992653;45678:5.697597
student2419,22271,ece,2024,math,56789:7.474980;45678:8.546130
student2420,22963,ece,2022,dbms,56789:9.813140;45678:7.712542;12345:6.060236
student2421,22851,ece,2021,dbms,45678:6.796232;23456:6.825942;12345:5.342414
student2422,20892,csai,2020,oopd;ga,56789:7.091714;34567:5.751255
student2423,21138,csss,2021,dbms,45678:8.927405
student2424,21879,csai,2023,math;dbms;oopd,56789:6.791249
student2425,20100,csai,2021,math;os;dbms,56789:6.063186;34567:7.416062
student2426,20163,cse,2020,math;os,34567:8.728088;12345:5.285897;23456:6.230059
student2427,20408,ece,2020,math;oopd,56789:7.280498;23456:7.808703;45678:5.166414
student2428,22862,csai,2022,oopd,12345:9.686700;56789:5.041669
student2429,22795,csai,2024,dbms;os,23456:9.265579
student2430,21392,csam,2023,dbms,12345:9.020849
student2431,21316,csai,2020,oopd;ml,12345:6.343728;23456:5.527001
student2432,22221,cse,2022,ga;dbms,12345:5.295075
student2433,21224,ece,2021,dbms,23456:6.588813;12345:9.775869
student2434,22495,csd,2023,ml,56789:8.401278;34567:9.799855
student2435,21767,csam,2022,os;ml,56789:5.981738;45678:8.625851
student2436,21242,cse,2023,dbms;ga,34567:9.596495
student2437,20411,csd,2020,dbms;os;ml,23456:7.335107
student2438,22597,cse,2023,ga,12345:5.195173;34567:8.363631;23456:8.331459
student2439,21929,csss,2023,math;ga,56789:6.918359;34567:6.557669
student2440,20716,csam,2023,dbms;os,12345:6.226367;23456:7.063146
student2441,20643,csai,2020,oopd,45678:7.931448;23456:8.999656
student2442,20050,csam,2023,math;oopd,45678:6.120401
student2443,21557,csss,2024,dbms,12345:6.664039
student2444,22163,csss,2020,ga;os;oopd,23456:7.057217;12345:9.009113;34567:7.056865
student2445,20917,csd,2023,ml;oopd,23456:9.848395
student2446,20577,csai,2021,math;ga;os,45678:6.857696;56789:8.254967
student2447,21248,csd,2020,oopd;math,12345:7.783769
student2448,21519,cse,2022,os,45678:7.112655;12345:6.810149;56789:5.000247
student2449,21257,ece,2024,os,23456:7.077426
student2450,21653,ece,2022,oopd,23456:5.684116;45678:5.423750;56789:6.708720
student2451,20854,csd,2020,oopd;ga,45678:5.029455;12345:7.806183;34567:5.860522
student2452,20543,csd,2024,oopd;dbms,34567:6.112133
student2453,20965,csam,2022,math;dbms,56789:5.986598;23456:8.101823
student2454,21531,ece,2024,os;dbms,45678:6.442265
student2455,22123,csss,2021,math,23456:6.422991;12345:7.867236;45678:7.228006
student2456,20126,csss,2023,ga;os,12345:5.344680;45678:9.596360;23456:6.398333
student2457,22511,csd,2024,math;dbms,34567:9.276667;23456:6.142659;45678:9.225191
student2458,20618,csd,2022,ga;dbms,45678:6.299983;12345:6.665680;34567:7.162066
student2459,21158,csam,2023,dbms,23456:5.328335
student2460,20091,csss,2022,dbms;os;ml,45678:5.504386;56789:5.901203;12345:9.881066
student2461,22748,csd,2021,dbms;ga,12345:7.168167;34567:6.732031
student2462,21996,ece,2021,oopd;os;ga,56789:6.272313
student2463,22641,csss,2020,dbms;ga;ml,12345:6.043536
student2464,21459,ece,2023,oopd,12345:7.821311;56789:8.680494
student2465,20911,csd,2021,ml;ga,56789:9.229266;34567:9.841009;12345:8.694962
student2466,22080,ece,2020,oopd;ga,23456:5.271537;45678:8.092527
student2467,21324,cse,2024,math,56789:8.525171;34567:6.730172
student2468,22332,csam,2020,ga;dbms,56789:8.236038;34567:6.597189
student2469,20329,csai,2021,oopd;math;ml,23456:7.822165;12345:6.403671;56789:5.859640
student2470,20933,cse,2022,os,45678:6.668471;23456:6.012408
student2471,20637,csam,2024,ml;dbms;os,34567:5.216244;12345:5.025402;45678:8.266020
student2472,20851,cse,2022,oopd;ml,23456:7.149903;56789:8.065138;12345:9.501247
student2473,21699,csd,2022,math;ga;ml,12345:8.459993;23456:5.001149
student2474,21438,ece,2022,dbms;os,56789:7.331154
student2475,22212,csai,2022,math,34567:7.555316;12345:6.504091
student2476,20314,csss,2023,dbms;os;math,45678:5.315241
student2477,21285,csai,2022,ml;oopd,34567:8.537949;23456:7.079083;56789:7.789540
student2478,20309,csd,2021,os;oopd,12345:6.860989
student2479,21747,csss,2022,dbms,56789:7.715643
student2480,20713,csss,2021,oopd,12345:7.195802;34567:8.892543
student2481,21964,csam,2022,math;dbms,34567:9.952239;12345:9.969811;45678:8.964349
student2482,22058,csai,2023,ml;os;dbms,56789:5.427268;34567:6.273728
student2483,21799,csd,2020,dbms;ml;math,23456:7.393485
student2484,20124,csam,2024,oopd;os;ml,23456:7.518103;56789:6.586294;12345:5.152007
student2485,22364,cse,2023,ml;ga,56789:7.319702;12345:7.595819
student2486,22762,csam,2021,math,23456:9.936370;12345:6.945247;45678:5.465632
student2487,20638,csai,2022,ml;os,45678:9.273086;34567:9.669844
student2488,22560,csss,2021,dbms;ga,23456:5.711446;56789:7.556501
student2489,20516,csd,2021,ga;os;dbms,34567:8.244956
student2490,21398,csd,2022,os,12345:6.219830;23456:9.011643;45678:8.353104
student2491,21734,cse,2022,oopd;ml;ga,56789:8.001017;23456:6.274154
student2492,21548,csam,2022,dbms;os;oopd,34567:5.965674;45678:9.135102
student2493,21546,csai,2022,dbms,12345:5.960171
student2494,21321,cse,2020,math,45678:7.778035;23456:7.666670
student2495,20502,csss,2022,dbms,56789:6.267891;45678:8.469232
student2496,20761,csss,2023,ga,34567:9.070594;12345:6.224758
student2497,22594,csd,2023,os;ml,34567:5.387324
student2498,22503,cse,2023,os;dbms,12345:6.866135
student2499,22822,cse,2020,ga;dbms;os,23456:9.343464;34567:5.342153
student2500,22534,csam,2023,dbms;os;math,23456:9.110543;56789:6.190846
student2501,21017,csai,2020,dbms,23456:5.598886
student2502,22014,ece,2024,ga;ml;os,12345:7.445822;34567:5.690112
student2503,21114,ece,2022,os,23456:6.111556;34567:5.956997
student2504,21603,csam,2024,math;os,12345:9.648417;56789:6.174831
student2505,21214,cse,2021,os;ml,56789:7.188153;12345:7.978194
student2506,21843,csai,2020,oopd,34567:6.171686;23456:9.215644;45678:5.635010
student2507,21230,csd,2022,dbms;math,56789:7.691102
student2508,22568,csd,2020,math;ml;dbms,56789:7.560973
student2509,22891,csai,2022,ga;ml,45678:9.515338;12345:8.221801
student2510,21815,csd,2023,math,45678:8.118417;23456:8.408734;56789:9.600626
student2511,20616,ece,2022,math;ga;ml,56789:8.065797;34567:6.615058;45678:9.923901
student2512,21848,csam,2022,dbms;ga;math,34567:5.783324;12345:6.870404;56789:9.170539
student2513,22125,csam,2021,math;dbms,23456:9.436760;45678:5.401971;12345:6.867633
student2514,21347,csss,2020,oopd;math;ga,23456:5.121301;34567:5.438156
student2515,22334,csd,2022,dbms,12345:6.060078;56789:5.237547;23456:7.546288
student2516,21525,csss,2022,dbms,34567:9.577415;23456:5.937399
student2517,22429,ece,2023,ml,23456:9.907941
student2518,21027,csss,2021,ml,56789:5.553864;45678:6.787825;34567:8.364269
student2519,21252,ece,2021,ml;oopd;os,12345:8.619039;56789:8.779021;45678:6.292323
student2520,20518,csd,2020,ga;os,56789:8.254769;45678:7.102508
student2521,20176,csam,2020,ml,23456:9.653059
student2522,20782,csd,2021,dbms;ga,23456:7.397706;56789:7.703649
student2523,21076,csam,2023,os;ga;ml,45678:6.979160;56789:5.599741
student2524,20474,csd,2020,ga;dbms;math,45678:7.138769
student2525,22426,csss,2021,ml;dbms,12345:8.012275;23456:6.830561
student2526,20380,csai,2021,math;os;dbms,56789:9.046186;45678:6.691596;12345:5.565021
student2527,22870,csam,2024,dbms;ga;math,34567:8.556819;23456:6.981590
student2528,20236,csd,2021,oopd;dbms,56789:5.296999
student2529,22763,csss,2023,dbms,34567:5.804572;23456:8.144658;45678:6.725348
student2530,21465,csd,2023,os;ml,56789:9.654443;34567:8.539238;45678:8.166410
student2531,22006,csd,2024,ml;dbms;os,45678:5.562196
student2532,21715,csss,2022,ml;os,56789:7.751513;12345:6.871127
student2533,22937,csss,2021,ml;math,45678:6.034564;12345:9.735798;34567:8.008426
student2534,20094,csai,2021,os,45678:5.252212
student2535,22297,cse,2020,os;oopd;dbms,23456:7.582047;34567:5.387814;12345:5.153901
student2536,22275,csd,2024,ml,56789:7.193357
student2537,20554,cse,2022,oopd;ml;ga,23456:5.217036;34567:9.823329;12345:6.407958
student2538,22220,csd,2020,math;ml,56789:9.084986;34567:8.868866
student2539,20164,csai,2021,oopd,34567:8.239572;12345:9.273956;23456:7.441347
student2540,22786,csai,2022,ml;dbms,45678:6.654777;12345:8.988844;56789:6.254365
student2541,20276,csam,2020,ml;math,56789:7.977790;34567:7.131150;12345:7.408781
student2542,20048,csss,2023,oopd,56789:6.210856;34567:9.767221;23456:5.579074
student2543,20297,cse,2020,dbms,45678:8.144520;34567:7.956988;23456:7.238098
student2544,22571,ece,2024,ml;math,45678:6.476929;12345:8.423495
student2545,22007,csd,2024,ml,45678:6.628961
student2546,21315,csss,2020,ga,34567:9.173559;23456:6.062198
student2547,20102,cse,2020,os;oopd;dbms,56789:5.428760;45678:5.363270;12345:9.830307
student2548,21170,csss,2024,os;ga,56789:7.292909;45678:6.805166;23456:5.314999
student2549,22173,csss,2021,oopd,45678:6.605934;12345:9.311922;23456:5.806450
student2550,21934,cse,2020,math;ml,12345:5.174005;45678:9.587077
student2551,20992,csai,2021,os,45678:5.841755
student2552,21823,csss,2024,dbms;os,56789:9.988390;23456:9.674254
student2553,21007,csd,2022,ml,34567:9.645097;23456:5.872457
student2554,20403,cse,2020,ga;math,56789:6.805087
student2555,21468,csss,2024,os;ga;ml,12345:9.688767;45678:9.844751
student2556,21724,csd,2020,oopd,34567:7.264912;12345:7.481112
student2557,21591,csai,2020,os;dbms,56789:6.109615;12345:8.516907;34567:7.150864
student2558,21587,csam,2024,math;os,34567:9.942537
student2559,22770,cse,2022,math,23456:8.054221;12345:9.098538;45678:8.690159
student2560,22538,csai,2021,os,56789:7.895176;12345:7.132208;34567:7.954611
student2561,20326,csai,2020,ml;oopd;ga,56789:7.243071;34567:5.446774;23456:5.410210
student2562,20686,csam,2020,ml;os;oopd,12345:8.842430;34567:7.296698
student2563,22673,cse,2021,dbms,12345:5.418528
student2564,20780,csd,2021,ml;dbms,12345:8.485524;56789:6.502507
student2565,21489,ece,2023,math;ml,23456:9.392401;34567:6.251270
student2566,21890,csai,2020,dbms;ga;math,23456:7.009171;34567:6.860779;12345:5.998521
student2567,20598,cse,2020,ga;ml;dbms,12345:6.034628
student2568,22563,ece,2020,math;dbms,56789:5.293487
student2569,20431,csam,2024,ga;ml,45678:7.458485
student2570,21065,csam,2020,dbms,23456:6.620319
student2571,20645,cse,2024,math;os;dbms,34567:6.394213;23456:5.540211
student2572,21624,csam,2022,ga,56789:8.645881;12345:5.561491
student2573,22405,ece,2023,math;dbms;ml,45678:5.314342;56789:7.180211
student2574,21850,csss,2023,math;ml,23456:5.551916
student2575,20909,ece,2023,ml;dbms,12345:5.563195;34567:7.054395;23456:9.446913
student2576,22324,ece,2022,oopd;dbms;os,34567:7.429338;12345:6.354447;23456:8.314465
student2577,20191,cse,2023,dbms;ml,34567:5.228354;45678:6.791598;23456:7.909132
student2578,21655,csam,2022,oopd,12345:7.408314;34567:7.195872;45678:9.972508
student2579,22744,ece,2022,ml,34567:8.462813;23456:5.871753
student2580,22608,cse,2022,math,45678:6.256330;12345:9.616260;23456:8.598290
student2581,20063,csai,2020,oopd,34567:7.957577
student2582,21467,cse,2024,math;dbms;oopd,45678:8.249219;34567:7.192255;12345:8.385842
student2583,20506,ece,2021,math;dbms,12345:7.472312;56789:6.905957
student2584,22184,cse,2024,math;oopd;ml,23456:7.530194;12345:7.364832
student2585,20757,ece,2024,os;oopd;math,45678:9.509551
student2586,21577,csam,2024,math;dbms,34567:5.400158;45678:8.814854;23456:8.887717
student2587,20530,csam,2022,ga;dbms;oopd,23456:7.619510;12345:6.877980
student2588,20232,csss,2021,ga,56789:5.053534
student2589,21626,csai,2023,ga;os,12345:7.817302
student2590,21923,ece,2020,ga;ml,45678:8.239894;56789:6.513413
student2591,22082,csss,2020,math;ml,56789:9.732915;34567:5.361574
student2592,21095,csam,2023,math,56789:6.261721
student2593,22648,cse,2023,oopd,23456:7.923412
student2594,21237,csam,2020,ml;math,45678:6.969296;23456:6.595816;56789:7.730011
student2595,22390,ece,2024,ga;math;oopd,45678:9.346308;34567:5.513822
student2596,21828,csam,2022,oopd;ml;math,56789:8.780675;34567:5.210520;45678:5.548956
student2597,21681,ece,2022,ga;math,23456:9.398237;45678:7.952547;12345:5.902142
student2598,21637,csai,2020,os,45678:7.324464;12345:5.653847
student2599,22814,ece,2024,math;ga;os,45678:7.022597
student2600,21296,csd,2022,ml;os,34567:5.106371
student2601,22413,csss,2020,math,45678:6.825862;12345:6.635325;56789:7.936663
student2602,21553,cse,2021,os;math,34567:7.592503;23456:7.182548
student2603,21361,csai,2024,ga;oopd;math,45678:7.362178;23456:5.779800;34567:5.960833
student2604,20646,ece,2022,ga;dbms,34567:8.042716
student2605,20889,cse,2024,ml;os,34567:9.217116
student2606,22630,csai,2021,math;dbms;oopd,34567:9.947825
student2607,20767,csam,2021,os;dbms;oopd,12345:7.836361;34567:7.494498
student2608,22189,csd,2023,ml;os;dbms,45678:8.951969
student2609,22015,csss,2021,ml;dbms;oopd,45678:5.821643;34567:5.751353
student2610,20604,csss,2020,ml;os,56789:8.623805
student2611,21241,csai,2024,ga;oopd;dbms,23456:6.928595;56789:6.590045
student2612,22064,csd,2022,os,23456:6.878963;56789:5.401522;34567:5.447754
student2613,21225,csam,2020,dbms,34567:5.414782;23456:8.565470
student2614,21896,csai,2023,ga;ml;dbms,12345:9.822693
student2615,22155,csai,2023,math,23456:7.017726
student2616,22055,csss,2022,ga;dbms;ml,12345:9.626003;23456:5.477430
student2617,21816,csd,2020,ga;math,12345:7.079389;45678:5.491289
student2618,21789,csai,2024,ml;ga;oopd,56789:9.693621;34567:5.053630;23456:8.202562
student2619,22945,csss,2023,os,12345:5.374940
student2620,21961,csam,2024,ga;dbms;oopd,23456:5.946642
student2621,21454,csd,2024,oopd;math,23456:5.900960;45678:5.064409;12345:8.455098
student2622,22285,ece,2021,ga;oopd;os,34567:5.231893;23456:7.913456
student2623,21736,cse,2020,ml;dbms;os,56789:6.522022;23456:6.916428
student2624,21441,csd,2023,os,34567:7.518685;45678:7.034979
student2625,22813,csd,2024,os,23456:9.438469
student2626,20736,ece,2023,dbms;oopd,45678:7.288508
student2627,22537,cse,2020,dbms,45678:6.656584;12345:5.955190
student2628,20655,ece,2022,ga;ml;os,23456:7.752533;34567:7.004124
student2629,22650,csd,2022,oopd,45678:6.416782
student2630,22559,ece,2024,ml;ga,23456:7.478171
student2631,22894,cse,2022,ml;os;oopd,45678:7.739722
student2632,22223,csd,2020,ga;os,34567:9.277513;56789:6.503853
student2633,20477,cse,2024,math,34567:5.649175
student2634,20991,ece,2023,ga;oopd;ml,23456:5.951133
student2635,20391,csd,2020,math;oopd;ga,34567:6.721972;45678:5.690703;23456:8.571729
student2636,20594,cse,2022,ga;dbms;math,45678:6.807513
student2637,20282,ece,2021,ml;oopd;dbms,12345:5.499557;23456:5.098335
student2638,22507,ece,2023,ga;ml;math,56789:8.895299;34567:8.386411;12345:6.754959
student2639,20567,csai,2020,oopd;ml,45678:5.507754;56789:7.290370
student2640,21707,csam,2024,oopd;dbms;math,12345:7.342660;56789:8.353775
student2641,20815,ece,2021,ml,56789:7.818536
student2642,22643,ece,2023,dbms;ga;math,45678:7.020304;12345:8.069852
student2643,22967,csss,2021,dbms;oopd;os,45678:6.773934;12345:7.304143;34567:9.667478
student2644,21048,cse,2023,ga;dbms;oopd,45678:9.173641;34567:9.787488;56789:9.504499
student2645,21574,ece,2023,ml;ga;os,34567:5.510790
student2646,22278,cse,2023,ml;dbms,45678:6.876103
student2647,21247,csai,2024,dbms;math,34567:8.630694
student2648,22725,ece,2020,dbms,45678:6.493781;12345:9.968721
student2649,20670,ece,2022,math;ga,45678:9.916895;12345:6.844732
student2650,20973,cse,2024,ga;dbms,12345:6.855484;56789:6.486361;45678:5.845724
student2651,21089,csam,2022,ml;dbms;ga,45678:8.942343;56789:8.658371
student2652,21607,cse,2023,ga,23456:9.626288;56789:7.640869;45678:9.659545
student2653,22403,csd,2023,os;ga,45678:6.331231;12345:8.776504
student2654,21708,cse,2022,ga;oopd,23456:6.895993;34567:6.816256;56789:7.260329
student2655,22011,ece,2023,ga;dbms,12345:6.308823
student2656,22114,csai,2022,dbms,23456:7.078315;34567:5.585012;56789:7.179738
student2657,22180,cse,2022,math;ml,56789:6.264280
student2658,20835,csai,2023,dbms;oopd;ml,23456:5.197632
student2659,20292,csd,2021,ml;dbms;ga,23456:5.014014;45678:8.624114;12345:5.245847
